date_game,visitor_team_name,home_team_name,visitor_goals,home_goals,overtimes
411,2015-12-08,Ottawa Senators,Florida Panthers,4,2,
412,2015-12-08,New York Islanders,Philadelphia Flyers,4,3,SO
413,2015-12-08,Arizona Coyotes,St. Louis Blues,1,4,
414,2015-12-08,New Jersey Devils,Toronto Maple Leafs,2,3,SO
415,2015-12-08,Detroit Red Wings,Washington Capitals,2,3,SO
416,2015-12-09,Pittsburgh Penguins,Colorado Avalanche,4,2,
417,2015-12-09,San Jose Sharks,Edmonton Oilers,3,4,OT
418,2015-12-09,Boston Bruins,Montreal Canadiens,3,1,
419,2015-12-09,New York Rangers,Vancouver Canucks,1,2,
420,2015-12-10,Buffalo Sabres,Calgary Flames,3,4,
421,2015-12-10,Montreal Canadiens,Detroit Red Wings,2,3,
422,2015-12-10,Washington Capitals,Florida Panthers,1,4,
423,2015-12-10,Chicago Blackhawks,Nashville Predators,1,5,
424,2015-12-10,Philadelphia Flyers,St. Louis Blues,4,2,
425,2015-12-10,Ottawa Senators,Tampa Bay Lightning,1,4,
426,2015-12-10,Columbus Blue Jackets,Winnipeg Jets,4,6,
427,2015-12-11,Carolina Hurricanes,Anaheim Ducks,5,1,
428,2015-12-11,Minnesota Wild,Arizona Coyotes,1,2,OT
429,2015-12-11,Winnipeg Jets,Chicago Blackhawks,0,2,
430,2015-12-11,Philadelphia Flyers,Dallas Stars,1,3,
431,2015-12-11,New York Rangers,Edmonton Oilers,5,7,
432,2015-12-11,Detroit Red Wings,New Jersey Devils,2,3,OT
433,2015-12-11,Los Angeles Kings,Pittsburgh Penguins,3,2,SO
434,2015-12-12,Carolina Hurricanes,Arizona Coyotes,5,4,OT
435,2015-12-12,Florida Panthers,Boston Bruins,1,3,
436,2015-12-12,Los Angeles Kings,Buffalo Sabres,1,2,OT
437,2015-12-12,New York Islanders,Columbus Blue Jackets,3,2,OT
438,2015-12-12,New York Rangers,Calgary Flames,4,5,OT
439,2015-12-12,Ottawa Senators,Montreal Canadiens,1,3,
440,2015-12-12,Colorado Avalanche,Nashville Predators,3,2,
441,2015-12-12,Minnesota Wild,San Jose Sharks,2,0,
442,2015-12-12,Dallas Stars,St. Louis Blues,0,3,
443,2015-12-12,Washington Capitals,Tampa Bay Lightning,2,1,
444,2015-12-13,Vancouver Canucks,Chicago Blackhawks,0,4,
445,2015-12-13,New Jersey Devils,New York Islanders,0,4,
446,2015-12-13,Colorado Avalanche,St. Louis Blues,3,1,
447,2015-12-14,Edmonton Oilers,Boston Bruins,3,2,OT
448,2015-12-14,Tampa Bay Lightning,Columbus Blue Jackets,2,1,
449,2015-12-14,Buffalo Sabres,Detroit Red Wings,2,1,
450,2015-12-14,Los Angeles Kings,Ottawa Senators,3,5,
451,2015-12-14,Washington Capitals,Pittsburgh Penguins,4,1,
452,2015-12-15,New Jersey Devils,Buffalo Sabres,2,0,
453,2015-12-15,Colorado Avalanche,Chicago Blackhawks,3,0,
454,2015-12-15,Columbus Blue Jackets,Dallas Stars,1,5,
455,2015-12-15,Vancouver Canucks,Minnesota Wild,2,6,
456,2015-12-15,San Jose Sharks,Montreal Canadiens,3,1,
457,2015-12-15,Calgary Flames,Nashville Predators,2,1,OT
458,2015-12-15,Florida Panthers,New York Islanders,5,1,
459,2015-12-15,Edmonton Oilers,New York Rangers,2,4,
460,2015-12-15,Carolina Hurricanes,Philadelphia Flyers,3,4,OT
461,2015-12-15,Tampa Bay Lightning,Toronto Maple Leafs,5,4,OT
462,2015-12-15,St. Louis Blues,Winnipeg Jets,4,3,
463,2015-12-16,Pittsburgh Penguins,Boston Bruins,0,3,
464,2015-12-16,Ottawa Senators,Washington Capitals,1,2,
465,2015-12-17,Columbus Blue Jackets,Arizona Coyotes,7,5,
466,2015-12-17,Anaheim Ducks,Buffalo Sabres,0,3,
467,2015-12-17,Edmonton Oilers,Chicago Blackhawks,0,4,
468,2015-12-17,New York Islanders,Colorado Avalanche,1,2,
469,2015-12-17,Calgary Flames,Dallas Stars,3,1,
470,2015-12-17,New York Rangers,Minnesota Wild,2,5,
471,2015-12-17,Los Angeles Kings,Montreal Canadiens,3,0,
472,2015-12-17,Florida Panthers,New Jersey Devils,5,1,
473,2015-12-17,Vancouver Canucks,Philadelphia Flyers,0,2,
474,2015-12-17,Nashville Predators,St. Louis Blues,1,2,
475,2015-12-17,San Jose Sharks,Toronto Maple Leafs,5,4,OT
476,2015-12-18,Florida Panthers,Carolina Hurricanes,2,0,
477,2015-12-18,Vancouver Canucks,Detroit Red Wings,4,3,SO
478,2015-12-18,San Jose Sharks,Ottawa Senators,2,4,
479,2015-12-18,Boston Bruins,Pittsburgh Penguins,6,2,
480,2015-12-18,New York Rangers,Winnipeg Jets,2,5,
481,2015-12-18,Tampa Bay Lightning,Washington Capitals,3,5,
482,2015-12-19,New York Islanders,Arizona Coyotes,0,1,
483,2015-12-19,Chicago Blackhawks,Buffalo Sabres,3,2,SO
484,2015-12-19,Philadelphia Flyers,Columbus Blue Jackets,2,3,SO
485,2015-12-19,Edmonton Oilers,Colorado Avalanche,1,5,
486,2015-12-19,Montreal Canadiens,Dallas Stars,2,6,
487,2015-12-19,Anaheim Ducks,New Jersey Devils,2,1,
488,2015-12-19,Minnesota Wild,Nashville Predators,2,3,
489,2015-12-19,Carolina Hurricanes,Pittsburgh Penguins,2,1,
490,2015-12-19,Calgary Flames,St. Louis Blues,2,3,
491,2015-12-19,Los Angeles Kings,Toronto Maple Leafs,0,5,
492,2015-12-20,New Jersey Devils,Boston Bruins,1,2,SO
493,2015-12-20,San Jose Sharks,Chicago Blackhawks,3,4,OT
494,2015-12-20,Calgary Flames,Detroit Red Wings,2,4,
495,2015-12-20,Vancouver Canucks,Florida Panthers,4,5,SO
496,2015-12-20,Washington Capitals,New York Rangers,7,3,
497,2015-12-20,Ottawa Senators,Tampa Bay Lightning,2,5,
498,2015-12-21,Washington Capitals,Carolina Hurricanes,2,1,
499,2015-12-21,Toronto Maple Leafs,Colorado Avalanche,7,4,
500,2015-12-21,Winnipeg Jets,Edmonton Oilers,1,3,
501,2015-12-21,Dallas Stars,Minnesota Wild,6,3,
502,2015-12-21,Montreal Canadiens,Nashville Predators,1,5,
503,2015-12-21,Anaheim Ducks,New York Islanders,2,5,
504,2015-12-21,St. Louis Blues,Philadelphia Flyers,3,4,
505,2015-12-21,Columbus Blue Jackets,Pittsburgh Penguins,2,5,
506,2015-12-22,Toronto Maple Leafs,Arizona Coyotes,2,3,
507,2015-12-22,St. Louis Blues,Boston Bruins,2,0,
508,2015-12-22,Winnipeg Jets,Calgary Flames,1,4,
509,2015-12-22,Chicago Blackhawks,Dallas Stars,0,4,
510,2015-12-22,New Jersey Devils,Detroit Red Wings,4,3,
511,2015-12-22,Ottawa Senators,Florida Panthers,1,2,SO
512,2015-12-22,San Jose Sharks,Los Angeles Kings,5,3,
513,2015-12-22,Montreal Canadiens,Minnesota Wild,1,2,
514,2015-12-22,Anaheim Ducks,New York Rangers,2,3,OT
515,2015-12-22,Vancouver Canucks,Tampa Bay Lightning,2,1,
516,2015-12-26,Los Angeles Kings,Arizona Coyotes,4,3,OT
517,2015-12-26,Buffalo Sabres,Boston Bruins,6,3,
518,2015-12-26,New Jersey Devils,Carolina Hurricanes,1,3,
519,2015-12-26,Pittsburgh Penguins,Minnesota Wild,3,1,
520,2015-12-26,Detroit Red Wings,Nashville Predators,3,2,
521,2015-12-26,Dallas Stars,St. Louis Blues,2,3,SO
522,2015-12-26,Columbus Blue Jackets,Tampa Bay Lightning,2,5,
523,2015-12-26,Edmonton Oilers,Vancouver Canucks,1,2,OT
524,2015-12-26,Montreal Canadiens,Washington Capitals,1,3,
525,2015-12-27,Philadelphia Flyers,Anaheim Ducks,2,4,
526,2015-12-27,Edmonton Oilers,Calgary Flames,3,5,
527,2015-12-27,Carolina Hurricanes,Chicago Blackhawks,2,1,
528,2015-12-27,Arizona Coyotes,Colorado Avalanche,2,1,OT
529,2015-12-27,St. Louis Blues,Dallas Stars,0,3,
530,2015-12-27,Columbus Blue Jackets,Florida Panthers,2,3,
531,2015-12-27,Toronto Maple Leafs,New York Islanders,3,1,
532,2015-12-27,Boston Bruins,Ottawa Senators,1,3,
533,2015-12-27,Pittsburgh Penguins,Winnipeg Jets,0,1,
534,2015-12-28,Washington Capitals,Buffalo Sabres,2,0,
535,2015-12-28,Detroit Red Wings,Minnesota Wild,1,3,
536,2015-12-28,New York Rangers,Nashville Predators,3,5,
537,2015-12-28,Colorado Avalanche,San Jose Sharks,6,3,
538,2015-12-28,Montreal Canadiens,Tampa Bay Lightning,4,3,SO
539,2015-12-28,Los Angeles Kings,Vancouver Canucks,5,0,
540,2015-12-29,Chicago Blackhawks,Arizona Coyotes,7,5,
541,2015-12-29,Ottawa Senators,Boston Bruins,3,7,
542,2015-12-29,Dallas Stars,Columbus Blue Jackets,3,6,
543,2015-12-29,Anaheim Ducks,Calgary Flames,1,0,
544,2015-12-29,Los Angeles Kings,Edmonton Oilers,5,2,
545,2015-12-29,Montreal Canadiens,Florida Panthers,1,3,
546,2015-12-29,Carolina Hurricanes,New Jersey Devils,2,3,
547,2015-12-29,Nashville Predators,St. Louis Blues,3,4,OT
548,2015-12-29,New York Islanders,Toronto Maple Leafs,6,3,
549,2015-12-29,Detroit Red Wings,Winnipeg Jets,1,4,
550,2015-12-30,New Jersey Devils,Ottawa Senators,3,0,
551,2015-12-30,Toronto Maple Leafs,Pittsburgh Penguins,3,2,SO
552,2015-12-30,Philadelphia Flyers,San Jose Sharks,2,4,
553,2015-12-30,New York Rangers,Tampa Bay Lightning,5,2,
554,2015-12-30,Buffalo Sabres,Washington Capitals,2,5,
555,2015-12-31,Winnipeg Jets,Arizona Coyotes,2,4,
556,2015-12-31,New York Islanders,Buffalo Sabres,2,1,
557,2015-12-31,Washington Capitals,Carolina Hurricanes,2,4,
558,2015-12-31,Los Angeles Kings,Calgary Flames,4,1,
559,2015-12-31,Chicago Blackhawks,Colorado Avalanche,4,3,OT
560,2015-12-31,Nashville Predators,Dallas Stars,1,5,
561,2015-12-31,Pittsburgh Penguins,Detroit Red Wings,5,2,
562,2015-12-31,Anaheim Ducks,Edmonton Oilers,1,0,
563,2015-12-31,Minnesota Wild,St. Louis Blues,3,1,
564,2016-01-01,Montreal Canadiens,Boston Bruins,5,1,
565,2016-01-01,Anaheim Ducks,Vancouver Canucks,1,2,SO
566,2016-01-02,Detroit Red Wings,Buffalo Sabres,4,3,
567,2016-01-02,Nashville Predators,Carolina Hurricanes,2,1,OT
568,2016-01-02,Washington Capitals,Columbus Blue Jackets,4,5,SO
569,2016-01-02,Calgary Flames,Colorado Avalanche,4,0,
570,2016-01-02,Arizona Coyotes,Edmonton Oilers,3,4,SO
571,2016-01-02,New York Rangers,Florida Panthers,0,3,
572,2016-01-02,Philadelphia Flyers,Los Angeles Kings,1,2,
573,2016-01-02,Dallas Stars,New Jersey Devils,2,3,OT
574,2016-01-02,New York Islanders,Pittsburgh Penguins,2,5,
575,2016-01-02,Winnipeg Jets,San Jose Sharks,4,1,
576,2016-01-02,Minnesota Wild,Tampa Bay Lightning,2,3,SO
577,2016-01-02,St. Louis Blues,Toronto Maple Leafs,1,4,
578,2016-01-03,Winnipeg Jets,Anaheim Ducks,1,4,
579,2016-01-03,Ottawa Senators,Chicago Blackhawks,0,3,
580,2016-01-03,Minnesota Wild,Florida Panthers,1,2,
581,2016-01-03,Dallas Stars,New York Islanders,5,6,
582,2016-01-04,Los Angeles Kings,Colorado Avalanche,1,4,
583,2016-01-04,Carolina Hurricanes,Edmonton Oilers,0,1,OT
584,2016-01-04,Detroit Red Wings,New Jersey Devils,1,0,
585,2016-01-04,Ottawa Senators,St. Louis Blues,3,2,OT
586,2016-01-04,Arizona Coyotes,Vancouver Canucks,3,2,
587,2016-01-05,Washington Capitals,Boston Bruins,3,2,
588,2016-01-05,Florida Panthers,Buffalo Sabres,5,1,
589,2016-01-05,Minnesota Wild,Columbus Blue Jackets,4,2,
590,2016-01-05,Tampa Bay Lightning,Calgary Flames,1,3,
591,2016-01-05,Winnipeg Jets,Nashville Predators,4,1,
592,2016-01-05,Dallas Stars,New York Rangers,2,6,
593,2016-01-05,Montreal Canadiens,Philadelphia Flyers,3,4,
594,2016-01-05,Chicago Blackhawks,Pittsburgh Penguins,3,2,OT
595,2016-01-06,Toronto Maple Leafs,Anaheim Ducks,4,0,
596,2016-01-06,Pittsburgh Penguins,Chicago Blackhawks,1,3,
597,2016-01-06,St. Louis Blues,Colorado Avalanche,3,4,OT
598,2016-01-06,New Jersey Devils,Montreal Canadiens,1,2,
599,2016-01-06,Carolina Hurricanes,Vancouver Canucks,2,3,
600,2016-01-07,Arizona Coyotes,Calgary Flames,2,1,
601,2016-01-07,Winnipeg Jets,Dallas Stars,1,2,SO
602,2016-01-07,Toronto Maple Leafs,Los Angeles Kings,1,2,
603,2016-01-07,Philadelphia Flyers,Minnesota Wild,4,3,OT
604,2016-01-07,Washington Capitals,New York Islanders,4,1,
605,2016-01-07,Florida Panthers,Ottawa Senators,3,2,
606,2016-01-07,Detroit Red Wings,San Jose Sharks,2,1,
607,2016-01-08,St. Louis Blues,Anaheim Ducks,3,4,SO
608,2016-01-08,Columbus Blue Jackets,Carolina Hurricanes,1,4,
609,2016-01-08,Buffalo Sabres,Chicago Blackhawks,1,3,
610,2016-01-08,Nashville Predators,Colorado Avalanche,3,5,
611,2016-01-08,Tampa Bay Lightning,Edmonton Oilers,3,2,
612,2016-01-08,Boston Bruins,New Jersey Devils,4,1,
613,2016-01-09,Nashville Predators,Arizona Coyotes,0,4,
614,2016-01-09,Carolina Hurricanes,Columbus Blue Jackets,4,3,OT
615,2016-01-09,Minnesota Wild,Dallas Stars,2,1,
616,2016-01-09,St. Louis Blues,Los Angeles Kings,2,1,SO
617,2016-01-09,Pittsburgh Penguins,Montreal Canadiens,3,1,
618,2016-01-09,Washington Capitals,New York Rangers,4,3,OT
619,2016-01-09,Boston Bruins,Ottawa Senators,1,2,OT
620,2016-01-09,New York Islanders,Philadelphia Flyers,0,4,
621,2016-01-09,Toronto Maple Leafs,San Jose Sharks,0,7,
622,2016-01-09,Tampa Bay Lightning,Vancouver Canucks,3,2,OT
623,2016-01-10,Detroit Red Wings,Anaheim Ducks,2,1,
624,2016-01-10,Colorado Avalanche,Chicago Blackhawks,3,6,
625,2016-01-10,Florida Panthers,Edmonton Oilers,2,1,
626,2016-01-10,New Jersey Devils,Minnesota Wild,2,1,
627,2016-01-10,Buffalo Sabres,Winnipeg Jets,4,2,
628,2016-01-10,Ottawa Senators,Washington Capitals,1,7,
629,2016-01-11,San Jose Sharks,Calgary Flames,5,4,
630,2016-01-11,Detroit Red Wings,Los Angeles Kings,2,4,
631,2016-01-11,Boston Bruins,New York Rangers,1,2,
632,2016-01-11,Florida Panthers,Vancouver Canucks,2,3,OT
633,2016-01-12,Edmonton Oilers,Arizona Coyotes,3,4,OT
634,2016-01-12,Pittsburgh Penguins,Carolina Hurricanes,2,3,OT
635,2016-01-12,Nashville Predators,Chicago Blackhawks,2,3,
636,2016-01-12,Tampa Bay Lightning,Colorado Avalanche,4,0,
637,2016-01-12,Buffalo Sabres,Minnesota Wild,3,2,
638,2016-01-12,Columbus Blue Jackets,New York Islanders,2,5,
639,2016-01-12,New Jersey Devils,St. Louis Blues,2,5,
640,2016-01-12,San Jose Sharks,Winnipeg Jets,4,1,
641,2016-01-13,Ottawa Senators,Anaheim Ducks,1,4,
642,2016-01-13,Florida Panthers,Calgary Flames,0,6,
643,2016-01-13,Boston Bruins,Philadelphia Flyers,2,3,
644,2016-01-13,Columbus Blue Jackets,Toronto Maple Leafs,3,1,
645,2016-01-14,Detroit Red Wings,Arizona Coyotes,3,2,OT
646,2016-01-14,New Jersey Devils,Colorado Avalanche,0,3,
647,2016-01-14,Chicago Blackhawks,Montreal Canadiens,2,1,
648,2016-01-14,New York Rangers,New York Islanders,1,3,
649,2016-01-14,Edmonton Oilers,San Jose Sharks,1,2,SO
650,2016-01-14,Carolina Hurricanes,St. Louis Blues,4,1,
651,2016-01-14,Nashville Predators,Winnipeg Jets,4,5,OT
652,2016-01-14,Vancouver Canucks,Washington Capitals,1,4,
653,2016-01-15,Dallas Stars,Anaheim Ducks,2,4,
654,2016-01-15,Boston Bruins,Buffalo Sabres,4,1,
655,2016-01-15,Vancouver Canucks,Carolina Hurricanes,3,2,OT
656,2016-01-15,Winnipeg Jets,Minnesota Wild,1,0,
657,2016-01-15,Pittsburgh Penguins,Tampa Bay Lightning,4,5,OT
658,2016-01-15,Chicago Blackhawks,Toronto Maple Leafs,4,1,
659,2016-01-16,New Jersey Devils,Arizona Coyotes,2,0,
660,2016-01-16,Toronto Maple Leafs,Boston Bruins,2,3,
661,2016-01-16,Washington Capitals,Buffalo Sabres,1,4,
662,2016-01-16,Colorado Avalanche,Columbus Blue Jackets,1,2,
663,2016-01-16,Calgary Flames,Edmonton Oilers,1,2,SO
664,2016-01-16,Ottawa Senators,Los Angeles Kings,5,3,
665,2016-01-16,Minnesota Wild,Nashville Predators,0,3,
666,2016-01-16,New York Rangers,Philadelphia Flyers,3,2,SO
667,2016-01-16,Dallas Stars,San Jose Sharks,3,4,OT
668,2016-01-16,Montreal Canadiens,St. Louis Blues,3,4,OT
669,2016-01-17,Los Angeles Kings,Anaheim Ducks,3,2,
670,2016-01-17,Montreal Canadiens,Chicago Blackhawks,2,5,
671,2016-01-17,Philadelphia Flyers,Detroit Red Wings,2,1,SO
672,2016-01-17,Vancouver Canucks,New York Islanders,2,1,SO
673,2016-01-17,Carolina Hurricanes,Pittsburgh Penguins,0,5,
674,2016-01-17,Florida Panthers,Tampa Bay Lightning,1,3,
675,2016-01-17,New York Rangers,Washington Capitals,2,5,
676,2016-01-18,Buffalo Sabres,Arizona Coyotes,2,1,
677,2016-01-18,Edmonton Oilers,Florida Panthers,4,2,
678,2016-01-18,Ottawa Senators,San Jose Sharks,4,3,SO
679,2016-01-18,Pittsburgh Penguins,St. Louis Blues,2,5,
680,2016-01-18,Colorado Avalanche,Winnipeg Jets,2,1,
681,2016-01-19,Washington Capitals,Columbus Blue Jackets,6,3,
682,2016-01-19,Dallas Stars,Los Angeles Kings,2,3,
683,2016-01-19,Boston Bruins,Montreal Canadiens,4,1,
684,2016-01-19,Calgary Flames,New Jersey Devils,2,4,
685,2016-01-19,Chicago Blackhawks,Nashville Predators,4,1,
686,2016-01-19,Vancouver Canucks,New York Rangers,2,3,OT
687,2016-01-19,Toronto Maple Leafs,Philadelphia Flyers,3,2,
688,2016-01-19,Edmonton Oilers,Tampa Bay Lightning,4,6,
689,2016-01-20,Minnesota Wild,Anaheim Ducks,1,3,
690,2016-01-20,Buffalo Sabres,Colorado Avalanche,1,2,
691,2016-01-20,St. Louis Blues,Detroit Red Wings,2,1,
692,2016-01-21,San Jose Sharks,Arizona Coyotes,3,1,
693,2016-01-21,Vancouver Canucks,Boston Bruins,4,2,
694,2016-01-21,Calgary Flames,Columbus Blue Jackets,4,2,
695,2016-01-21,Edmonton Oilers,Dallas Stars,2,3,
696,2016-01-21,Minnesota Wild,Los Angeles Kings,3,0,
697,2016-01-21,Ottawa Senators,New Jersey Devils,3,6,
698,2016-01-21,Philadelphia Flyers,Pittsburgh Penguins,3,4,
699,2016-01-21,Chicago Blackhawks,Tampa Bay Lightning,1,2,
700,2016-01-21,Carolina Hurricanes,Toronto Maple Leafs,1,0,OT
701,2016-01-21,Nashville Predators,Winnipeg Jets,4,1,
702,2016-01-22,Detroit Red Wings,Buffalo Sabres,3,0,
703,2016-01-22,New York Rangers,Carolina Hurricanes,4,1,
704,2016-01-22,St. Louis Blues,Colorado Avalanche,1,2,SO
705,2016-01-22,Chicago Blackhawks,Florida Panthers,0,4,
706,2016-01-22,New York Islanders,Ottawa Senators,5,2,
707,2016-01-23,Los Angeles Kings,Arizona Coyotes,2,3,
708,2016-01-23,Columbus Blue Jackets,Boston Bruins,2,3,SO
709,2016-01-23,Colorado Avalanche,Dallas Stars,3,1,
710,2016-01-23,Anaheim Ducks,Detroit Red Wings,4,3,
711,2016-01-23,Nashville Predators,Edmonton Oilers,4,1,
712,2016-01-23,Tampa Bay Lightning,Florida Panthers,2,5,
713,2016-01-23,Vancouver Canucks,Pittsburgh Penguins,4,5,
714,2016-01-23,Minnesota Wild,San Jose Sharks,3,4,
715,2016-01-23,Montreal Canadiens,Toronto Maple Leafs,3,2,SO
716,2016-01-23,New Jersey Devils,Winnipeg Jets,3,1,
717,2016-01-24,Calgary Flames,Carolina Hurricanes,2,5,
718,2016-01-24,St. Louis Blues,Chicago Blackhawks,0,2,
719,2016-01-24,New York Rangers,Ottawa Senators,0,3,
720,2016-01-24,Los Angeles Kings,San Jose Sharks,3,2,OT
721,2016-01-25,Montreal Canadiens,Columbus Blue Jackets,2,5,
722,2016-01-25,Calgary Flames,Dallas Stars,1,2,
723,2016-01-25,Arizona Coyotes,Minnesota Wild,2,1,SO
724,2016-01-25,Detroit Red Wings,New York Islanders,4,2,
725,2016-01-25,Buffalo Sabres,New York Rangers,3,6,
726,2016-01-25,Boston Bruins,Philadelphia Flyers,3,2,
727,2016-01-26,Anaheim Ducks,Boston Bruins,6,2,
728,2016-01-26,Chicago Blackhawks,Carolina Hurricanes,0,5,
729,2016-01-26,Toronto Maple Leafs,Florida Panthers,1,5,
730,2016-01-26,Columbus Blue Jackets,Montreal Canadiens,5,2,
731,2016-01-26,Buffalo Sabres,Ottawa Senators,3,2,
732,2016-01-26,New Jersey Devils,Pittsburgh Penguins,0,2,
733,2016-01-26,Colorado Avalanche,San Jose Sharks,1,6,
734,2016-01-26,Nashville Predators,Vancouver Canucks,2,1,
735,2016-01-26,Arizona Coyotes,Winnipeg Jets,2,5,
736,2016-01-27,Nashville Predators,Calgary Flames,2,1,
737,2016-01-27,Colorado Avalanche,Los Angeles Kings,4,3,
738,2016-01-27,Toronto Maple Leafs,Tampa Bay Lightning,0,1,
739,2016-01-27,Philadelphia Flyers,Washington Capitals,4,3,OT
740,2016-02-02,San Jose Sharks,Anaheim Ducks,2,3,
741,2016-02-02,Los Angeles Kings,Arizona Coyotes,6,2,
742,2016-02-02,Toronto Maple Leafs,Boston Bruins,4,3,OT
743,2016-02-02,Chicago Blackhawks,Colorado Avalanche,2,1,
744,2016-02-02,Columbus Blue Jackets,Edmonton Oilers,1,5,
745,2016-02-02,New York Rangers,New Jersey Devils,2,3,
746,2016-02-02,St. Louis Blues,Nashville Predators,1,0,
747,2016-02-02,Minnesota Wild,New York Islanders,3,5,
748,2016-02-02,Montreal Canadiens,Philadelphia Flyers,2,4,
749,2016-02-02,Ottawa Senators,Pittsburgh Penguins,5,6,
750,2016-02-02,Dallas Stars,Winnipeg Jets,5,3,
751,2016-02-02,Florida Panthers,Washington Capitals,5,2,
752,2016-02-03,Carolina Hurricanes,Calgary Flames,1,4,
753,2016-02-03,Buffalo Sabres,Montreal Canadiens,4,2,
754,2016-02-03,Detroit Red Wings,Tampa Bay Lightning,1,3,
755,2016-02-04,Chicago Blackhawks,Arizona Coyotes,5,4,OT
756,2016-02-04,Boston Bruins,Buffalo Sabres,3,2,SO
757,2016-02-04,Dallas Stars,Colorado Avalanche,4,3,OT
758,2016-02-04,Detroit Red Wings,Florida Panthers,3,6,
759,2016-02-04,Anaheim Ducks,Los Angeles Kings,4,2,
760,2016-02-04,Philadelphia Flyers,Nashville Predators,6,3,
761,2016-02-04,Minnesota Wild,New York Rangers,2,4,
762,2016-02-04,Edmonton Oilers,Ottawa Senators,7,2,
763,2016-02-04,San Jose Sharks,St. Louis Blues,3,1,
764,2016-02-04,New Jersey Devils,Toronto Maple Leafs,2,3,SO
765,2016-02-04,Columbus Blue Jackets,Vancouver Canucks,2,1,SO
766,2016-02-04,New York Islanders,Washington Capitals,2,3,
767,2016-02-05,Arizona Coyotes,Anaheim Ducks,2,5,
768,2016-02-05,Columbus Blue Jackets,Calgary Flames,2,1,
769,2016-02-05,Pittsburgh Penguins,Tampa Bay Lightning,3,6,
770,2016-02-05,Carolina Hurricanes,Winnipeg Jets,5,3,
771,2016-02-06,Buffalo Sabres,Boston Bruins,1,2,OT
772,2016-02-06,Winnipeg Jets,Colorado Avalanche,4,2,
773,2016-02-06,Chicago Blackhawks,Dallas Stars,5,1,
774,2016-02-06,New York Islanders,Detroit Red Wings,1,5,
775,2016-02-06,Pittsburgh Penguins,Florida Panthers,3,2,OT
776,2016-02-06,Edmonton Oilers,Montreal Canadiens,1,5,
777,2016-02-06,Washington Capitals,New Jersey Devils,3,2,SO
778,2016-02-06,San Jose Sharks,Nashville Predators,2,6,
779,2016-02-06,Toronto Maple Leafs,Ottawa Senators,1,6,
780,2016-02-06,New York Rangers,Philadelphia Flyers,3,2,SO
781,2016-02-06,Minnesota Wild,St. Louis Blues,1,4,
782,2016-02-06,Calgary Flames,Vancouver Canucks,4,1,
783,2016-02-07,Carolina Hurricanes,Montreal Canadiens,1,2,SO
784,2016-02-07,Edmonton Oilers,New York Islanders,1,8,
785,2016-02-07,Philadelphia Flyers,Washington Capitals,2,3,
786,2016-02-08,Florida Panthers,Detroit Red Wings,0,3,
787,2016-02-08,New Jersey Devils,New York Rangers,1,2,
788,2016-02-08,Tampa Bay Lightning,Ottawa Senators,1,5,
789,2016-02-08,Anaheim Ducks,Pittsburgh Penguins,2,6,
790,2016-02-09,Los Angeles Kings,Boston Bruins,9,2,
791,2016-02-09,Florida Panthers,Buffalo Sabres,7,4,
792,2016-02-09,New York Islanders,Columbus Blue Jackets,3,2,SO
793,2016-02-09,Toronto Maple Leafs,Calgary Flames,3,4,
794,2016-02-09,San Jose Sharks,Chicago Blackhawks,2,0,
795,2016-02-09,Vancouver Canucks,Colorado Avalanche,3,1,
796,2016-02-09,Dallas Stars,Minnesota Wild,4,3,OT
797,2016-02-09,Tampa Bay Lightning,Montreal Canadiens,2,4,
798,2016-02-09,Edmonton Oilers,New Jersey Devils,1,2,
799,2016-02-09,Washington Capitals,Nashville Predators,5,3,
800,2016-02-09,Anaheim Ducks,Philadelphia Flyers,4,1,
801,2016-02-09,Winnipeg Jets,St. Louis Blues,2,1,SO
802,2016-02-10,Vancouver Canucks,Arizona Coyotes,2,1,
803,2016-02-10,Ottawa Senators,Detroit Red Wings,1,3,
804,2016-02-10,New York Rangers,Pittsburgh Penguins,3,0,
805,2016-02-11,Anaheim Ducks,Columbus Blue Jackets,3,4,SO
806,2016-02-11,Dallas Stars,Chicago Blackhawks,4,2,
807,2016-02-11,Toronto Maple Leafs,Edmonton Oilers,2,5,
808,2016-02-11,Washington Capitals,Minnesota Wild,4,3,
809,2016-02-11,Los Angeles Kings,New York Islanders,2,5,
810,2016-02-11,Colorado Avalanche,Ottawa Senators,4,3,
811,2016-02-11,Buffalo Sabres,Philadelphia Flyers,1,5,
812,2016-02-11,Calgary Flames,San Jose Sharks,6,5,SO
813,2016-02-11,Boston Bruins,Winnipeg Jets,6,2,
814,2016-02-12,Calgary Flames,Arizona Coyotes,1,4,
815,2016-02-12,Montreal Canadiens,Buffalo Sabres,4,6,
816,2016-02-12,Pittsburgh Penguins,Carolina Hurricanes,2,1,SO
817,2016-02-12,Colorado Avalanche,Detroit Red Wings,3,2,SO
818,2016-02-12,St. Louis Blues,Florida Panthers,5,3,
819,2016-02-12,Los Angeles Kings,New York Rangers,5,4,OT
820,2016-02-12,Nashville Predators,Tampa Bay Lightning,3,4,OT
821,2016-02-13,New York Islanders,Carolina Hurricanes,3,6,
822,2016-02-13,Ottawa Senators,Columbus Blue Jackets,2,4,
823,2016-02-13,Anaheim Ducks,Chicago Blackhawks,3,2,OT
824,2016-02-13,Washington Capitals,Dallas Stars,3,4,
